SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 24 10:18:24 CEST 2014
User: opid29s
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: QEPB0157
Integration Time (usec): 700000 (QEPB0157)
Spectra Averaged: 1 (QEPB0157)
Boxcar Smoothing: 0 (QEPB0157)
Correct for Electrical Dark: Yes (QEPB0157)
Strobe/Lamp Enabled: No (QEPB0157)
Correct for Detector Non-linearity: No (QEPB0157)
Correct for Stray Light: No (QEPB0157)
Number of Pixels in Processed Spectrum: 1044
>>>>>Begin Processed Spectral Data<<<<<
199.56	0.638
200.36	0.668
201.16	0.620
201.96	0.804
202.76	0.734
203.56	0.784
204.36	0.640
205.16	0.819
205.96	0.742
206.76	0.708
207.55	0.855
208.35	0.918
209.15	0.797
209.95	0.839
210.75	0.772
211.55	0.902
212.35	0.837
213.15	0.809
213.94	0.865
214.74	0.900
215.54	0.957
216.34	0.983
217.14	0.991
217.94	0.933
218.73	1.087
219.53	1.001
220.33	1.194
221.13	1.255
221.93	1.214
222.72	1.295
223.52	1.266
224.32	1.264
225.12	1.302
225.91	1.380
226.71	1.494
227.51	1.512
228.31	1.517
229.10	1.667
229.90	1.570
230.70	1.675
231.49	1.722
232.29	1.781
233.09	1.855
233.89	1.830
234.68	1.837
235.48	1.980
236.28	2.002
237.07	1.963
237.87	2.154
238.67	2.284
239.46	2.168
240.26	2.207
241.05	2.214
241.85	2.340
242.65	2.307
243.44	2.440
244.24	2.390
245.03	2.437
245.83	2.507
246.63	2.500
247.42	2.547
248.22	2.419
249.01	2.535
249.81	2.633
250.60	2.453
251.40	2.470
252.19	2.564
252.99	2.495
253.78	2.486
254.58	2.591
255.37	2.479
256.17	2.451
256.96	2.432
257.76	2.566
258.55	2.445
259.35	2.463
260.14	2.639
260.94	2.738
261.73	2.585
262.53	2.638
263.32	2.695
264.12	2.493
264.91	2.544
265.70	2.648
266.50	2.564
267.29	2.618
268.09	2.614
268.88	2.624
269.67	2.514
270.47	2.481
271.26	2.655
272.05	2.524
272.85	2.487
273.64	2.611
274.44	2.518
275.23	2.592
276.02	2.570
276.81	2.513
277.61	2.504
278.40	2.564
279.19	2.476
279.99	2.576
280.78	2.518
281.57	2.517
282.37	2.439
283.16	2.455
283.95	2.381
284.74	2.448
285.54	2.521
286.33	2.448
287.12	2.490
287.91	2.534
288.70	2.504
289.50	2.390
290.29	2.610
291.08	2.497
291.87	2.504
292.66	2.518
293.46	2.557
294.25	2.457
295.04	2.502
295.83	2.520
296.62	2.551
297.41	2.603
298.21	2.411
299.00	2.669
299.79	2.551
300.58	2.569
301.37	2.495
302.16	2.403
302.95	2.380
303.74	2.386
304.53	2.384
305.32	2.338
306.12	2.402
306.91	2.478
307.70	2.326
308.49	2.480
309.28	2.492
310.07	2.413
310.86	2.502
311.65	2.475
312.44	2.345
313.23	2.375
314.02	2.352
314.81	2.475
315.60	2.440
316.39	2.340
317.18	2.442
317.97	2.456
318.76	2.263
319.55	2.519
320.34	2.317
321.13	2.462
321.91	2.371
322.70	2.409
323.49	2.240
324.28	2.296
325.07	2.225
325.86	2.223
326.65	2.389
327.44	2.307
328.23	2.328
329.01	2.373
329.80	2.286
330.59	2.337
331.38	2.379
332.17	2.285
332.96	2.340
333.75	2.312
334.53	2.270
335.32	2.356
336.11	2.323
336.90	2.291
337.69	2.272
338.47	2.356
339.26	2.224
340.05	2.219
340.84	2.251
341.62	2.302
342.41	2.169
343.20	2.277
343.99	2.234
344.77	2.269
345.56	2.191
346.35	2.182
347.14	2.215
347.92	2.169
348.71	2.250
349.50	2.366
350.28	2.400
351.07	2.374
351.86	2.289
352.64	2.356
353.43	2.188
354.22	2.268
355.00	2.269
355.79	2.266
356.58	2.169
357.36	2.283
358.15	2.303
358.93	2.215
359.72	2.344
360.51	2.333
361.29	2.357
362.08	2.252
362.86	2.197
363.65	2.190
364.43	2.173
365.22	2.343
366.01	2.384
366.79	2.365
367.58	2.294
368.36	2.358
369.15	2.304
369.93	2.206
370.72	2.318
371.50	2.392
372.29	2.299
373.07	2.274
373.86	2.428
374.64	2.466
375.43	2.302
376.21	2.316
376.99	2.413
377.78	2.326
378.56	2.321
379.35	2.437
380.13	2.326
380.92	2.434
381.70	2.333
382.48	2.419
383.27	2.384
384.05	2.467
384.84	2.397
385.62	2.414
386.40	2.398
387.19	2.662
387.97	2.384
388.75	2.307
389.54	2.350
390.32	2.369
391.10	2.344
391.89	2.385
392.67	2.408
393.45	2.378
394.24	2.347
395.02	2.264
395.80	2.253
396.58	2.396
397.37	2.329
398.15	2.323
398.93	2.259
399.71	2.319
400.50	2.328
401.28	2.225
402.06	2.231
402.84	2.200
403.62	2.199
404.41	2.193
405.19	2.146
405.97	2.084
406.75	2.068
407.53	2.084
408.32	2.032
409.10	2.009
409.88	1.975
410.66	1.987
411.44	1.964
412.22	1.926
413.00	1.922
413.79	1.878
414.57	1.841
415.35	1.822
416.13	1.777
416.91	1.781
417.69	1.737
418.47	1.723
419.25	1.710
420.03	1.659
420.81	1.637
421.59	1.636
422.37	1.590
423.15	1.548
423.93	1.521
424.72	1.490
425.50	1.439
426.28	1.416
427.06	1.406
427.84	1.368
428.62	1.335
429.39	1.308
430.17	1.285
430.95	1.258
431.73	1.226
432.51	1.203
433.29	1.185
434.07	1.155
434.85	1.116
435.63	1.094
436.41	1.065
437.19	1.048
437.97	1.035
438.75	1.007
439.53	0.987
440.30	0.966
441.08	0.951
441.86	0.921
442.64	0.907
443.42	0.893
444.20	0.868
444.98	0.857
445.75	0.843
446.53	0.840
447.31	0.820
448.09	0.801
448.87	0.787
449.64	0.777
450.42	0.758
451.20	0.754
451.98	0.745
452.76	0.733
453.53	0.717
454.31	0.709
455.09	0.698
455.87	0.693
456.64	0.691
457.42	0.681
458.20	0.676
458.97	0.669
459.75	0.657
460.53	0.651
461.31	0.644
462.08	0.644
462.86	0.639
463.64	0.632
464.41	0.630
465.19	0.626
465.96	0.619
466.74	0.622
467.52	0.617
468.29	0.610
469.07	0.606
469.85	0.604
470.62	0.596
471.40	0.599
472.17	0.597
472.95	0.590
473.73	0.593
474.50	0.591
475.28	0.593
476.05	0.586
476.83	0.591
477.60	0.585
478.38	0.586
479.15	0.579
479.93	0.581
480.70	0.582
481.48	0.577
482.25	0.571
483.03	0.578
483.80	0.574
484.58	0.575
485.35	0.577
486.13	0.574
486.90	0.569
487.68	0.569
488.45	0.571
489.23	0.570
490.00	0.565
490.77	0.568
491.55	0.567
492.32	0.566
493.10	0.563
493.87	0.562
494.64	0.563
495.42	0.560
496.19	0.562
496.96	0.564
497.74	0.561
498.51	0.567
499.29	0.566
500.06	0.560
500.83	0.564
501.61	0.566
502.38	0.559
503.15	0.557
503.92	0.562
504.70	0.560
505.47	0.556
506.24	0.556
507.02	0.560
507.79	0.559
508.56	0.553
509.33	0.556
510.11	0.556
510.88	0.555
511.65	0.553
512.42	0.563
513.19	0.556
513.97	0.554
514.74	0.559
515.51	0.557
516.28	0.556
517.05	0.556
517.83	0.556
518.60	0.554
519.37	0.554
520.14	0.558
520.91	0.555
521.68	0.551
522.45	0.549
523.23	0.552
524.00	0.553
524.77	0.555
525.54	0.553
526.31	0.549
527.08	0.550
527.85	0.551
528.62	0.556
529.39	0.554
530.16	0.553
530.93	0.551
531.70	0.547
532.47	0.551
533.24	0.551
534.01	0.548
534.78	0.550
535.55	0.548
536.32	0.548
537.09	0.550
537.86	0.548
538.63	0.548
539.40	0.550
540.17	0.544
540.94	0.545
541.71	0.547
542.48	0.544
543.25	0.546
544.02	0.548
544.79	0.546
545.56	0.546
546.33	0.548
547.10	0.551
547.86	0.549
548.63	0.549
549.40	0.545
550.17	0.542
550.94	0.548
551.71	0.547
552.48	0.539
553.24	0.546
554.01	0.549
554.78	0.539
555.55	0.543
556.32	0.549
557.09	0.543
557.85	0.542
558.62	0.545
559.39	0.545
560.16	0.546
560.92	0.540
561.69	0.539
562.46	0.543
563.23	0.543
563.99	0.547
564.76	0.545
565.53	0.541
566.30	0.540
567.06	0.543
567.83	0.545
568.60	0.543
569.36	0.544
570.13	0.545
570.90	0.545
571.66	0.542
572.43	0.539
573.20	0.543
573.96	0.539
574.73	0.542
575.50	0.538
576.26	0.541
577.03	0.538
577.79	0.537
578.56	0.537
579.33	0.531
580.09	0.539
580.86	0.538
581.62	0.533
582.39	0.539
583.15	0.542
583.92	0.537
584.68	0.537
585.45	0.536
586.21	0.538
586.98	0.531
587.75	0.531
588.51	0.537
589.28	0.539
590.04	0.536
590.80	0.535
591.57	0.544
592.33	0.541
593.10	0.535
593.86	0.534
594.63	0.533
595.39	0.532
596.16	0.533
596.92	0.534
597.68	0.534
598.45	0.533
599.21	0.537
599.98	0.534
600.74	0.531
601.50	0.532
602.27	0.535
603.03	0.532
603.79	0.533
604.56	0.540
605.32	0.534
606.09	0.533
606.85	0.534
607.61	0.541
608.37	0.534
609.14	0.541
609.90	0.538
610.66	0.537
611.43	0.538
612.19	0.534
612.95	0.533
613.71	0.538
614.48	0.542
615.24	0.545
616.00	0.538
616.76	0.538
617.53	0.540
618.29	0.538
619.05	0.538
619.81	0.538
620.57	0.536
621.34	0.531
622.10	0.529
622.86	0.528
623.62	0.533
624.38	0.534
625.14	0.535
625.91	0.536
626.67	0.538
627.43	0.531
628.19	0.533
628.95	0.535
629.71	0.530
630.47	0.531
631.23	0.534
631.99	0.533
632.76	0.533
633.52	0.531
634.28	0.531
635.04	0.536
635.80	0.535
636.56	0.534
637.32	0.535
638.08	0.537
638.84	0.538
639.60	0.536
640.36	0.532
641.12	0.538
641.88	0.536
642.64	0.534
643.40	0.537
644.16	0.539
644.92	0.536
645.68	0.537
646.44	0.537
647.20	0.534
647.95	0.531
648.71	0.535
649.47	0.536
650.23	0.534
650.99	0.531
651.75	0.529
652.51	0.528
653.27	0.531
654.03	0.535
654.78	0.529
655.54	0.530
656.30	0.534
657.06	0.531
657.82	0.533
658.58	0.531
