SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 24 10:18:02 CEST 2014
User: opid29s
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: QEPB0157
Integration Time (usec): 700000 (QEPB0157)
Spectra Averaged: 1 (QEPB0157)
Boxcar Smoothing: 0 (QEPB0157)
Correct for Electrical Dark: Yes (QEPB0157)
Strobe/Lamp Enabled: No (QEPB0157)
Correct for Detector Non-linearity: No (QEPB0157)
Correct for Stray Light: No (QEPB0157)
Number of Pixels in Processed Spectrum: 1044
>>>>>Begin Processed Spectral Data<<<<<
199.56	0.638
200.36	0.637
201.16	0.535
201.96	0.645
202.76	0.599
203.56	0.670
204.36	0.642
205.16	0.664
205.96	0.708
206.76	0.676
207.55	0.700
208.35	0.823
209.15	0.761
209.95	0.730
210.75	0.740
211.55	0.861
212.35	0.737
213.15	0.812
213.94	0.952
214.74	0.830
215.54	0.816
216.34	0.874
217.14	0.825
217.94	1.007
218.73	1.008
219.53	1.038
220.33	0.999
221.13	1.122
221.93	1.174
222.72	1.136
223.52	1.127
224.32	1.267
225.12	1.268
225.91	1.344
226.71	1.411
227.51	1.435
228.31	1.447
229.10	1.582
229.90	1.539
230.70	1.640
231.49	1.652
232.29	1.745
233.09	1.747
233.89	1.870
234.68	1.840
235.48	1.944
236.28	1.903
237.07	2.033
237.87	2.041
238.67	2.149
239.46	2.135
240.26	2.210
241.05	2.294
241.85	2.261
242.65	2.238
243.44	2.247
244.24	2.486
245.03	2.440
245.83	2.380
246.63	2.380
247.42	2.419
248.22	2.387
249.01	2.455
249.81	2.493
250.60	2.456
251.40	2.555
252.19	2.483
252.99	2.539
253.78	2.451
254.58	2.546
255.37	2.408
256.17	2.416
256.96	2.399
257.76	2.365
258.55	2.410
259.35	2.552
260.14	2.590
260.94	2.489
261.73	2.465
262.53	2.506
263.32	2.471
264.12	2.535
264.91	2.546
265.70	2.555
266.50	2.486
267.29	2.676
268.09	2.486
268.88	2.578
269.67	2.477
270.47	2.618
271.26	2.556
272.05	2.448
272.85	2.490
273.64	2.520
274.44	2.377
275.23	2.428
276.02	2.574
276.81	2.434
277.61	2.463
278.40	2.471
279.19	2.479
279.99	2.395
280.78	2.474
281.57	2.390
282.37	2.364
283.16	2.458
283.95	2.423
284.74	2.371
285.54	2.391
286.33	2.497
287.12	2.405
287.91	2.442
288.70	2.418
289.50	2.432
290.29	2.556
291.08	2.380
291.87	2.389
292.66	2.438
293.46	2.365
294.25	2.460
295.04	2.550
295.83	2.480
296.62	2.464
297.41	2.669
298.21	2.454
299.00	2.452
299.79	2.336
300.58	2.516
301.37	2.361
302.16	2.363
302.95	2.383
303.74	2.347
304.53	2.307
305.32	2.303
306.12	2.363
306.91	2.350
307.70	2.328
308.49	2.483
309.28	2.365
310.07	2.338
310.86	2.455
311.65	2.385
312.44	2.310
313.23	2.378
314.02	2.399
314.81	2.298
315.60	2.239
316.39	2.302
317.18	2.307
317.97	2.276
318.76	2.230
319.55	2.234
320.34	2.240
321.13	2.266
321.91	2.375
322.70	2.189
323.49	2.204
324.28	2.178
325.07	2.228
325.86	2.267
326.65	2.203
327.44	2.085
328.23	2.240
329.01	2.162
329.80	2.289
330.59	2.251
331.38	2.246
332.17	2.288
332.96	2.297
333.75	2.231
334.53	2.273
335.32	2.224
336.11	2.279
336.90	2.294
337.69	2.275
338.47	2.306
339.26	2.149
340.05	2.221
340.84	2.170
341.62	2.212
