SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Oct 24 10:07:32 CEST 2014
User: opid29s
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: QEPB0157
Integration Time (usec): 700000 (QEPB0157)
Spectra Averaged: 10 (QEPB0157)
Boxcar Smoothing: 0 (QEPB0157)
Correct for Electrical Dark: Yes (QEPB0157)
Strobe/Lamp Enabled: No (QEPB0157)
Correct for Detector Non-linearity: No (QEPB0157)
Correct for Stray Light: No (QEPB0157)
Number of Pixels in Processed Spectrum: 1044
>>>>>Begin Processed Spectral Data<<<<<
199.56	0.450
200.36	0.449
201.16	0.474
201.96	0.492
202.76	0.506
203.56	0.502
204.36	0.521
205.16	0.536
205.96	0.525
206.76	0.534
207.55	0.557
208.35	0.589
209.15	0.544
209.95	0.582
210.75	0.610
211.55	0.604
212.35	0.643
213.15	0.644
213.94	0.688
214.74	0.705
215.54	0.722
216.34	0.745
217.14	0.752
217.94	0.823
218.73	0.852
219.53	0.861
220.33	0.904
221.13	0.950
221.93	0.971
222.72	1.007
223.52	1.054
224.32	1.060
225.12	1.125
225.91	1.172
226.71	1.213
227.51	1.252
228.31	1.287
229.10	1.348
229.90	1.418
230.70	1.453
231.49	1.529
232.29	1.561
233.09	1.601
233.89	1.676
234.68	1.751
235.48	1.755
236.28	1.825
237.07	1.856
237.87	1.903
238.67	1.940
239.46	1.996
240.26	2.028
241.05	2.029
241.85	2.094
242.65	2.125
243.44	2.160
244.24	2.186
245.03	2.218
245.83	2.232
246.63	2.220
247.42	2.249
248.22	2.285
249.01	2.264
249.81	2.300
250.60	2.329
251.40	2.334
252.19	2.316
252.99	2.339
253.78	2.292
254.58	2.315
255.37	2.298
256.17	2.273
256.96	2.283
257.76	2.279
258.55	2.281
259.35	2.302
260.14	2.320
260.94	2.360
261.73	2.321
262.53	2.348
263.32	2.358
264.12	2.386
264.91	2.359
265.70	2.335
266.50	2.334
267.29	2.369
268.09	2.353
268.88	2.374
269.67	2.347
270.47	2.318
271.26	2.322
272.05	2.315
272.85	2.277
273.64	2.291
274.44	2.277
275.23	2.310
276.02	2.285
276.81	2.268
277.61	2.280
278.40	2.241
279.19	2.214
279.99	2.236
280.78	2.213
281.57	2.215
282.37	2.189
283.16	2.230
283.95	2.196
284.74	2.198
285.54	2.211
286.33	2.184
287.12	2.209
287.91	2.170
288.70	2.185
289.50	2.186
290.29	2.176
291.08	2.181
291.87	2.195
292.66	2.194
293.46	2.183
294.25	2.177
295.04	2.169
295.83	2.145
296.62	2.130
297.41	2.138
298.21	2.073
299.00	2.084
299.79	2.047
300.58	2.027
301.37	1.993
302.16	1.928
302.95	1.922
303.74	1.911
304.53	1.861
305.32	1.852
306.12	1.827
306.91	1.783
307.70	1.719
308.49	1.641
309.28	1.563
310.07	1.472
310.86	1.405
311.65	1.333
312.44	1.270
313.23	1.222
314.02	1.181
314.81	1.138
315.60	1.103
316.39	1.072
317.18	1.044
317.97	1.015
318.76	0.984
319.55	0.973
320.34	0.953
321.13	0.940
321.91	0.931
322.70	0.922
323.49	0.910
324.28	0.902
325.07	0.890
325.86	0.889
326.65	0.880
327.44	0.862
328.23	0.855
329.01	0.845
329.80	0.831
330.59	0.813
331.38	0.806
332.17	0.794
332.96	0.790
333.75	0.790
334.53	0.778
335.32	0.772
336.11	0.764
336.90	0.760
337.69	0.753
338.47	0.745
339.26	0.741
340.05	0.736
340.84	0.735
341.62	0.729
342.41	0.726
343.20	0.724
343.99	0.719
344.77	0.716
345.56	0.706
346.35	0.701
347.14	0.703
347.92	0.702
348.71	0.701
349.50	0.699
350.28	0.693
351.07	0.691
351.86	0.687
352.64	0.678
353.43	0.677
354.22	0.675
355.00	0.666
355.79	0.660
356.58	0.655
357.36	0.650
358.15	0.643
358.93	0.640
359.72	0.636
360.51	0.633
361.29	0.629
362.08	0.631
362.86	0.630
363.65	0.630
364.43	0.633
365.22	0.631
366.01	0.629
366.79	0.631
367.58	0.629
368.36	0.622
369.15	0.617
369.93	0.615
370.72	0.608
371.50	0.602
372.29	0.601
373.07	0.591
373.86	0.587
374.64	0.583
375.43	0.576
376.21	0.577
376.99	0.569
377.78	0.570
378.56	0.565
379.35	0.563
380.13	0.566
