# automatically exported mtg
# vid parentid edgetype XX YY ZZ Radius
2101
2			0.979958352486	0.581425808553	-4.18839561297	0.268225128563
3	2	<	0.968678403373	0.507602617359	-4.09925366444	0.268206288068
4	3	<	0.95803110721	0.395748270895	-4.00758895235	0.268182790095
5	4	<	0.924316400994	0.273080036036	-3.90445261044	0.26815624487
6	5	<	0.864602024367	0.212034487229	-3.74419503384	0.268004004771
7	5	+	0.714294325819	0.563648823553	-3.76732865713	0.0
8	5	+	0.761041452486	0.534406808553	-3.69428992297	0.0
9	6	<	0.831353601595	0.21005504248	-3.50033283718	0.267899587712
10	6	+	0.660998162486	0.112346318553	-4.06974255297	0.0
11	9	<	0.821852610077	0.212193769177	-3.28861770723	0.267570421838
12	9	+	0.571028308292	0.127063371456	-3.65135817748	0.00571945331697
13	11	<	0.844794571546	0.207173905253	-3.10604432796	0.267498951395
14	11	+	0.643419082486	0.0548979285526	-3.37804102297	0.0
15	12	+	0.451639486236	0.249153071761	-3.46829944313	0.00309490931062
16	12	+	0.458024792486	0.390461692928	-3.65796733297	0.0
17	13	<	0.896513539098	0.165060346642	-2.94409199568	0.267470370478
18	15	<	0.445257608062	0.33839253332	-3.39937806092	0.00230722481774
19	15	+	0.455276302486	0.214907078553	-3.41991317297	0.0
20	17	<	0.920333432195	0.0983230536728	-2.79402670249	0.267443282443
21	18	<	0.453135993351	0.418200452314	-3.262093518	0.00162760723152
22	20	<	1.01436603198	0.0237475695622	-2.65163240221	0.267345213181
23	20	+	0.519347762048	0.195208064053	-2.75652999634	0.0
24	21	+	0.370373422857	0.334964241963	-3.11115482448	0.000485967111282
25	21	+	0.557999422486	0.486910008553	-3.21889316297	0.0
26	22	+	0.688226985311	0.217071424738	-2.43201262934	0.264005865215
27	22	+	1.21657440958	-0.269873778696	-2.62918720483	0.0615328427941
28	22	+	1.16210848171	0.0319786827767	-2.57805430168	0.0
29	24	<	0.469010743194	0.367031193053	-2.82342002355	0.0
30	26	<	0.451612140388	0.271551702285	-2.42955124446	0.263922925824
31	26	+	0.745601580239	0.273320716364	-2.19727502742	0.0
32	27	<	1.27012976826	-0.392813015421	-2.51131944978	0.0611685126466
33	30	+	0.362647010343	0.271306879806	-2.22737518932	0.263823101351
34	30	+	0.566390802486	0.471041108553	-2.71855815297	0.0
35	32	<	1.32727629198	-0.531863324587	-2.41009898501	0.0594925662333
36	32	+	1.2880930498	-0.407899725395	-2.27712933271	0.000234339407193
37	32	+	1.20397930249	-0.422574376447	-2.33837014297	0.0
38	33	<	0.310306900688	0.280548297259	-2.04198889911	0.263736154273
39	33	+	0.483190919483	0.502948798944	-2.04093890692	0.0
40	35	<	1.42229031113	-0.622512577575	-2.27881343284	0.0591006904105
41	36	+	1.38619280954	-0.414087432036	-2.24588676826	0.0
42	36	+	1.33149700249	-0.476223921447	-2.21764215297	0.0
43	38	<	0.23914324588	0.278198955663	-1.90546552773	0.263445354347
44	38	+	0.542751729954	0.276993526274	-1.74823653803	0.000465226350371
45	38	+	0.484358259883	0.441133098125	-1.9100022968	0.0
46	38	+	0.525119694928	0.158953554715	-1.80512430029	0.0
47	38	+	0.380266952486	0.0554133885526	-1.90087395297	0.0
48	40	<	1.54554646714	-0.704889753578	-2.19141135124	0.0583464014089
49	40	+	1.47640839089	-0.486832666647	-2.17029615977	0.0
50	43	<	0.306067964506	0.0877605601485	-1.57850472093	0.263339352692
51	43	+	0.0854014902472	0.189325508522	-1.7445505612	0.0
52	44	<	0.513059851909	0.29783575836	-1.45208841335	0.0
53	48	<	1.67104523354	-0.810774488344	-2.07704379895	0.0525661818485
54	48	+	1.92161305896	-0.371417996153	-1.82315627179	0.00234810064306
55	48	+	1.82193136632	-0.422547962281	-2.24279651747	0.0
56	48	+	1.76104550999	-0.241100018947	-1.98495866047	0.0
57	50	+	0.290079909916	0.181541181495	-1.44922979875	0.263312064068
58	53	<	1.72161896332	-0.996051465451	-1.96150138267	0.0470763164312
