sep=;
Time;Tank
2019-01-14T17:29:00.000Z;null
2019-01-14T17:29:30.000Z;22.941360000000003
2019-01-14T17:30:00.000Z;22.92687433333333
2019-01-14T17:30:30.000Z;22.938460666666668
2019-01-14T17:31:00.000Z;22.942072
2019-01-14T17:31:30.000Z;22.94136
2019-01-14T17:32:00.000Z;22.941360000000003
2019-01-14T17:32:30.000Z;22.934106999999997
2019-01-14T17:33:00.000Z;22.93556166666666
2019-01-14T17:33:30.000Z;22.932672333333333
2019-01-14T17:34:00.000Z;22.945693333333335
2019-01-14T17:34:30.000Z;22.93121766666667
2019-01-14T17:35:00.000Z;22.935551333333336
2019-01-14T17:35:30.000Z;22.942794333333335
2019-01-14T17:36:00.000Z;22.942814333333335
2019-01-14T17:36:30.000Z;22.9268895
2019-01-14T17:37:00.000Z;22.91963133333333
2019-01-14T17:37:30.000Z;22.93556166666667
2019-01-14T17:38:00.000Z;22.918197000000003
2019-01-14T17:38:30.000Z;22.951492000000002
2019-01-14T17:39:00.000Z;22.928329
2019-01-14T17:39:30.000Z;22.931218
2019-01-14T17:40:00.000Z;22.93847066666667
2019-01-14T17:40:30.000Z;22.937016
2019-01-14T17:41:00.000Z;22.923964666666667
2019-01-14T17:41:30.000Z;22.937006333333333
2019-01-14T17:42:00.000Z;22.915287666666668
2019-01-14T17:42:30.000Z;22.9203585
2019-01-14T17:43:00.000Z;22.938450333333336
2019-01-14T17:43:30.000Z;22.926873999999998
2019-01-14T17:44:00.000Z;22.948592666666666
2019-01-14T17:44:30.000Z;22.925419333333334
2019-01-14T17:45:00.000Z;22.91093366666667
2019-01-14T17:45:30.000Z;22.94280433333334
2019-01-14T17:46:00.000Z;22.926873999999998
2019-01-14T17:46:30.000Z;22.932662333333337
2019-01-14T17:47:00.000Z;22.922520333333335
2019-01-14T17:47:30.000Z;22.926873999999998
2019-01-14T17:48:00.000Z;22.91601
2019-01-14T17:48:30.000Z;22.944259
2019-01-14T17:49:00.000Z;22.91963133333333
2019-01-14T17:49:30.000Z;22.918187
2019-01-14T17:50:00.000Z;22.937006
2019-01-14T17:50:30.000Z;22.92832866666667
2019-01-14T17:51:00.000Z;22.903711333333334
2019-01-14T17:51:30.000Z;22.900812333333334
2019-01-14T17:52:00.000Z;22.925419666666667
2019-01-14T17:52:30.000Z;22.916732333333332
2019-01-14T17:53:00.000Z;22.915297666666664
2019-01-14T17:53:30.000Z;22.887781
2019-01-14T17:54:00.000Z;22.908045
2019-01-14T17:54:30.000Z;22.926874333333334
2019-01-14T17:55:00.000Z;22.92398533333333
2019-01-14T17:55:30.000Z;22.89935733333333
2019-01-14T17:56:00.000Z;22.910944
2019-01-14T17:56:30.000Z;22.910934
2019-01-14T17:57:00.000Z;22.925419666666667
2019-01-14T17:57:30.000Z;22.909489333333337
2019-01-14T17:58:00.000Z;22.945703666666663
2019-01-14T17:58:30.000Z;22.897913
2019-01-14T17:59:00.000Z;22.928318666666666
2019-01-14T17:59:30.000Z;22.909479
2019-01-14T18:00:00.000Z;22.89935733333333
2019-01-14T18:00:30.000Z;22.910944
2019-01-14T18:01:00.000Z;22.903711666666666
2019-01-14T18:01:30.000Z;22.902257000000002
2019-01-14T18:02:00.000Z;22.918186666666667
2019-01-14T18:02:30.000Z;22.910954333333333
2019-01-14T18:03:00.000Z;22.926873999999998
2019-01-14T18:03:30.000Z;22.910944
2019-01-14T18:04:00.000Z;22.895003666666668
2019-01-14T18:04:30.000Z;22.893559333333332
2019-01-14T18:05:00.000Z;22.931238
2019-01-14T18:05:30.000Z;22.897902666666667
2019-01-14T18:06:00.000Z;22.903691
2019-01-14T18:06:30.000Z;22.900812333333334
2019-01-14T18:07:00.000Z;22.886326666666665
2019-01-14T18:07:30.000Z;22.884881999999994
2019-01-14T18:08:00.000Z;22.908055
2019-01-14T18:08:30.000Z;22.893569333333332
2019-01-14T18:09:00.000Z;22.887771
2019-01-14T18:09:30.000Z;22.89935733333333
2019-01-14T18:10:00.000Z;22.88921533333333
2019-01-14T18:10:30.000Z;22.918177
2019-01-14T18:11:00.000Z;22.887781333333333
2019-01-14T18:11:30.000Z;22.897913
2019-01-14T18:12:00.000Z;22.900802
2019-01-14T18:12:30.000Z;22.880538666666666
2019-01-14T18:13:00.000Z;22.89645833333333
2019-01-14T18:13:30.000Z;22.887781333333333
2019-01-14T18:14:00.000Z;22.884882
2019-01-14T18:14:30.000Z;22.910934
2019-01-14T18:15:00.000Z;22.905155999999995
2019-01-14T18:15:30.000Z;22.895014
2019-01-14T18:16:00.000Z;22.892114999999997
2019-01-14T18:16:30.000Z;22.871850999999996
2019-01-14T18:17:00.000Z;22.88052833333333
2019-01-14T18:17:30.000Z;22.881972666666666
2019-01-14T18:18:00.000Z;22.896468666666667
2019-01-14T18:18:30.000Z;22.895014
2019-01-14T18:19:00.000Z;22.883437333333333
2019-01-14T18:19:30.000Z;22.884882
2019-01-14T18:20:00.000Z;22.87328533333333
2019-01-14T18:20:30.000Z;22.881983
2019-01-14T18:21:00.000Z;22.880527999999998
2019-01-14T18:21:30.000Z;22.871840666666667
2019-01-14T18:22:00.000Z;22.876901500000002
2019-01-14T18:22:30.000Z;22.889236
2019-01-14T18:23:00.000Z;22.87763933333333
2019-01-14T18:23:30.000Z;22.883427333333334
2019-01-14T18:24:00.000Z;22.877639000000002
2019-01-14T18:24:30.000Z;22.86893166666667
2019-01-14T18:25:00.000Z;22.845778666666664
2019-01-14T18:25:30.000Z;22.85012233333333
2019-01-14T18:26:00.000Z;22.892114666666668
2019-01-14T18:26:30.000Z;22.863164
2019-01-14T18:27:00.000Z;22.858810000000002
2019-01-14T18:27:30.000Z;22.872568
2019-01-14T18:28:00.000Z;22.867497333333333
2019-01-14T18:28:30.000Z;22.863153666666665
2019-01-14T18:29:00.000Z;22.858799666666666
2019-01-14T18:29:30.000Z;22.863153666666665
2019-01-14T18:30:00.000Z;22.84868833333333
2019-01-14T18:30:30.000Z;22.864598333333333
2019-01-14T18:31:00.000Z;22.871841
2019-01-14T18:31:30.000Z;22.857375666666666
2019-01-14T18:32:00.000Z;22.866052999999997
2019-01-14T18:32:30.000Z;22.863153666666665
2019-01-14T18:33:00.000Z;22.859522
2019-01-14T18:33:30.000Z;22.868962
2019-01-14T18:34:00.000Z;22.857365333333334
2019-01-14T18:34:30.000Z;22.866052666666665
2019-01-14T18:35:00.000Z;22.85446633333333
2019-01-14T18:35:30.000Z;22.867497333333333
2019-01-14T18:36:00.000Z;22.844334333333336
2019-01-14T18:36:30.000Z;22.860264666666666
2019-01-14T18:37:00.000Z;22.858810000000002
2019-01-14T18:37:30.000Z;22.858819999999998
2019-01-14T18:38:00.000Z;22.853021666666667
2019-01-14T18:38:30.000Z;22.86025433333333
2019-01-14T18:39:00.000Z;22.850855
2019-01-14T18:39:30.000Z;22.855911000000003
2019-01-14T18:40:00.000Z;22.841435333333333
2019-01-14T18:40:30.000Z;22.855910666666663
2019-01-14T18:41:00.000Z;22.822616
2019-01-14T18:41:30.000Z;22.84289
2019-01-14T18:42:00.000Z;22.847243666666667
2019-01-14T18:42:30.000Z;22.855921000000006
2019-01-14T18:43:00.000Z;22.837091666666666
2019-01-14T18:43:30.000Z;22.85736533333333
2019-01-14T18:44:00.000Z;22.834202666666666
2019-01-14T18:44:30.000Z;22.833475
2019-01-14T18:45:00.000Z;22.832758
2019-01-14T18:45:30.000Z;22.834202666666666
2019-01-14T18:46:00.000Z;22.838546333333337
2019-01-14T18:46:30.000Z;22.847233666666668
2019-01-14T18:47:00.000Z;22.835646999999998
2019-01-14T18:47:30.000Z;22.822616
2019-01-14T18:48:00.000Z;22.829859
2019-01-14T18:48:30.000Z;22.83420266666667
2019-01-14T18:49:00.000Z;22.821171666666668
2019-01-14T18:49:30.000Z;22.832758000000002
2019-01-14T18:50:00.000Z;22.824793
2019-01-14T18:50:30.000Z;22.819716666666665
2019-01-14T18:51:00.000Z;22.826959666666667
2019-01-14T18:51:30.000Z;22.818272333333336
2019-01-14T18:52:00.000Z;22.821161333333333
2019-01-14T18:52:30.000Z;22.829859
2019-01-14T18:53:00.000Z;22.818262
2019-01-14T18:53:30.000Z;22.81103966666667
2019-01-14T18:54:00.000Z;22.82552533333333
2019-01-14T18:54:30.000Z;22.831303333333334
2019-01-14T18:55:00.000Z;22.81103966666667
2019-01-14T18:55:30.000Z;22.808150666666666
2019-01-14T18:56:00.000Z;22.8161105
2019-01-14T18:56:30.000Z;22.806706000000002
2019-01-14T18:57:00.000Z;22.816817666666665
2019-01-14T18:57:30.000Z;22.822605666666664
2019-01-14T18:58:00.000Z;22.81392866666667
2019-01-14T18:58:30.000Z;22.828404000000003
2019-01-14T18:59:00.000Z;22.811029333333334
2019-01-14T18:59:30.000Z;22.78354333333333
2019-01-14T19:00:00.000Z;22.795109333333333
2019-01-14T19:00:30.000Z;22.819737333333336
2019-01-14T19:01:00.000Z;22.802342
2019-01-14T19:01:30.000Z;22.805231
2019-01-14T19:02:00.000Z;22.800907666666664
2019-01-14T19:02:30.000Z;22.812484
2019-01-14T19:03:00.000Z;22.818262
2019-01-14T19:03:30.000Z;22.787887
2019-01-14T19:04:00.000Z;22.795129666666668
2019-01-14T19:04:30.000Z;22.797998333333336
2019-01-14T19:05:00.000Z;22.826959666666667
2019-01-14T19:05:30.000Z;22.790775999999997
2019-01-14T19:06:00.000Z;22.808130333333335
2019-01-14T19:06:30.000Z;22.789331333333333
2019-01-14T19:07:00.000Z;22.781381500000002
2019-01-14T19:07:30.000Z;22.790775999999997
2019-01-14T19:08:00.000Z;22.783533000000002
2019-01-14T19:08:30.000Z;22.789310999999998
2019-01-14T19:09:00.000Z;22.777755000000003
2019-01-14T19:09:30.000Z;22.79510933333333
2019-01-14T19:10:00.000Z;22.795109333333333
2019-01-14T19:10:30.000Z;22.780644
2019-01-14T19:11:00.000Z;22.787876666666666
2019-01-14T19:11:30.000Z;22.806696
2019-01-14T19:12:00.000Z;22.786421999999998
2019-01-14T19:12:30.000Z;22.790064
2019-01-14T19:13:00.000Z;22.779189333333335
2019-01-14T19:13:30.000Z;22.784988
2019-01-14T19:14:00.000Z;22.784977666666666
2019-01-14T19:14:30.000Z;22.792220333333333
2019-01-14T19:15:00.000Z;22.80090766666667
2019-01-14T19:15:30.000Z;22.769068
2019-01-14T19:16:00.000Z;22.79076566666667
2019-01-14T19:16:30.000Z;22.784987666666666
2019-01-14T19:17:00.000Z;22.774856
2019-01-14T19:17:30.000Z;22.802352333333335
2019-01-14T19:18:00.000Z;22.783532999999995
2019-01-14T19:18:30.000Z;22.7770175
2019-01-14T19:19:00.000Z;22.774856
2019-01-14T19:19:30.000Z;22.770512333333333
2019-01-14T19:20:00.000Z;22.800897666666668
2019-01-14T19:20:30.000Z;22.787876666666666
2019-01-14T19:21:00.000Z;22.767623333333333
2019-01-14T19:21:30.000Z;22.776310666666664
2019-01-14T19:22:00.000Z;22.78354333333333
2019-01-14T19:22:30.000Z;22.80090766666667
2019-01-14T19:23:00.000Z;22.784977666666663
2019-01-14T19:23:30.000Z;22.786432333333334
2019-01-14T19:24:00.000Z;22.7574865
2019-01-14T19:24:30.000Z;22.780644
2019-01-14T19:25:00.000Z;22.76616866666667
2019-01-14T19:25:30.000Z;22.779199666666667
2019-01-14T19:26:00.000Z;22.750259
2019-01-14T19:26:30.000Z;22.773421666666668
2019-01-14T19:27:00.000Z;22.77340133333333
2019-01-14T19:27:30.000Z;22.758926000000002
2019-01-14T19:28:00.000Z;22.761825333333334
2019-01-14T19:28:30.000Z;22.767623333333333
2019-01-14T19:29:00.000Z;22.758945999999998
2019-01-14T19:29:30.000Z;22.7618355
2019-01-14T19:30:00.000Z;22.757491666666667
2019-01-14T19:30:30.000Z;22.758935999999995
2019-01-14T19:31:00.000Z;22.783543666666663
2019-01-14T19:31:30.000Z;22.760380666666663
2019-01-14T19:32:00.000Z;22.737227999999998
2019-01-14T19:32:30.000Z;22.74446066666667
2019-01-14T19:33:00.000Z;22.760380666666666
2019-01-14T19:33:30.000Z;22.771956666666664
2019-01-14T19:34:00.000Z;22.774866333333335
2019-01-14T19:34:30.000Z;22.764724333333334
2019-01-14T19:35:00.000Z;22.761814666666666
2019-01-14T19:35:30.000Z;22.7726845
2019-01-14T19:36:00.000Z;22.761835333333334
2019-01-14T19:36:30.000Z;22.76906766666666
2019-01-14T19:37:00.000Z;22.769077999999997
2019-01-14T19:37:30.000Z;22.771967
2019-01-14T19:38:00.000Z;22.763269666666663
2019-01-14T19:38:30.000Z;22.771956666666668
2019-01-14T19:39:00.000Z;22.753137999999996
2019-01-14T19:39:30.000Z;22.748804333333336
