sep=;
Time;Surface Temp;Air Temp;Dewpoint;Supply;Return
2019-01-14T17:09:00.000Z;25.5100042;28.639658;22.7267676;27.16046;26.951175
2019-01-14T17:09:30.000Z;25.54555733;28.64855889;22.73179767;27.15420767;26.95411427
2019-01-14T17:10:00.000Z;25.5019963;28.6124212;22.7083817;27.15408193;26.94831707
2019-01-14T17:10:30.000Z;25.5160008;28.6268407;22.716144;27.15056343;26.93205771
2019-01-14T17:11:00.000Z;25.576668;28.61977911;22.70656078;27.14545829;26.93715421
2019-01-14T17:11:30.000Z;25.4999973;28.6126881;22.7053151;27.1399072;26.95946907
2019-01-14T17:12:00.000Z;25.5679968;28.6062794;22.7075032;27.138435;26.96201536
2019-01-14T17:12:30.000Z;25.51221822;28.56993289;22.69169;27.14099421;26.93461029
2019-01-14T17:13:00.000Z;25.5620031;28.580377;22.6976932;27.13525021;26.93619943
2019-01-14T17:13:30.000Z;25.5239964;28.5985355;22.6990559;27.1330528;26.9439986
2019-01-14T17:14:00.000Z;25.46110811;28.59307578;22.68556333;27.13555979;26.92631836
2019-01-14T17:14:30.000Z;25.5460025;28.5779739;22.694863;27.12566564;26.91261821
2019-01-14T17:15:00.000Z;25.5199986;28.5777068;22.6746237;27.121729;26.9320948
2019-01-14T17:15:30.000Z;25.52333344;28.58002111;22.68053622;27.11992179;26.91708029
2019-01-14T17:16:00.000Z;25.4920017;28.5552753;22.66076;27.119597;26.92154229
2019-01-14T17:16:30.000Z;25.5680089;28.5643549;22.6757292;27.11991964;26.91198364
2019-01-14T17:17:00.000Z;25.514446;28.55183344;22.65867489;27.11249633;26.9157434
2019-01-14T17:17:30.000Z;25.4239963;28.5499349;22.6466552;27.105875;26.90815814
2019-01-14T17:18:00.000Z;25.6020023;28.5849166;22.6775244;27.10938671;26.90974936
2019-01-14T17:18:30.000Z;25.46110811;28.58625189;22.66899689;27.09406264;26.90242086
2019-01-14T17:19:00.000Z;25.5500004;28.5494005;22.6613088;27.09551227;26.9047366
2019-01-14T17:19:30.000Z;25.5239993;28.5520709;22.6610099;27.08991643;26.90497121
2019-01-14T17:20:00.000Z;25.48555589;28.54293233;22.65217644;27.08991871;26.901466
2019-01-14T17:20:30.000Z;25.4699985;28.5315095;22.6429012;27.08746573;26.87648967
2019-01-14T17:21:00.000Z;25.4920018;28.5510028;22.651317;27.08034064;26.88840229
2019-01-14T17:21:30.000Z;25.48110711;28.558658;22.64842867;27.09119179;26.88967536
2019-01-14T17:22:00.000Z;25.4879948;28.559815;22.6467173;27.08257686;26.88490579
2019-01-14T17:22:30.000Z;25.5200047;28.5670252;22.6471512;27.08538667;26.8747012
2019-01-14T17:23:00.000Z;25.50777967;28.55183356;22.63534944;27.08097907;26.88139186
2019-01-14T17:23:30.000Z;25.4819981;28.5424577;22.6385696;27.07874707;26.8782095
2019-01-14T17:24:00.000Z;25.5480015;28.53952;22.6334037;27.07714714;26.8756655
2019-01-14T17:24:30.000Z;25.48777367;28.53937178;22.62687767;27.07228033;26.8851098
2019-01-14T17:25:00.000Z;25.5160008;28.5483325;22.6293721;27.06056529;26.88266721
2019-01-14T17:25:30.000Z;25.45888356;28.56162489;22.63288511;27.0631135;26.85878293
2019-01-14T17:26:00.000Z;25.5280033;28.5464632;22.622756;27.06216079;26.87470864
2019-01-14T17:26:30.000Z;25.4420015;28.5408553;22.6214664;27.05917813;26.8755964
2019-01-14T17:27:00.000Z;25.36332956;28.542636;22.62031233;27.06630236;26.84445057
2019-01-14T17:27:30.000Z;25.4699953;28.4903871;22.5994411;27.05066429;26.8590945
2019-01-14T17:28:00.000Z;25.429993;28.5120165;22.6074397;27.05114387;26.8639998
2019-01-14T17:28:30.000Z;25.50777956;28.51504278;22.60982378;27.04110593;26.85527771
2019-01-14T17:29:00.000Z;25.4780004;28.5355149;22.6154267;27.04109707;26.85527757
2019-01-14T17:29:30.000Z;25.5060063;28.5579458;22.6264543;27.04429057;26.85049507
2019-01-14T17:30:00.000Z;25.48555256;28.563702;22.61889833;27.02940727;26.8553836
2019-01-14T17:30:30.000Z;25.4659945;28.5328445;22.6017922;27.03248686;26.82979771
