sep=;
Time;Dewpoint;Air;Cletus Globe
2019-01-14T18:55:30.000Z;23.91113967;26.8943312;25.95152773
2019-01-14T18:56:00.000Z;23.886517;26.9188982;25.94262633
2019-01-14T18:56:30.000Z;23.88207567;26.9188982;25.94262633
2019-01-14T18:57:00.000Z;23.8815575;26.9439996;25.935861
2019-01-14T18:57:30.000Z;23.883586;26.9439996;25.935861
2019-01-14T18:58:00.000Z;23.849264;26.8852522;25.9342588
2019-01-14T18:58:30.000Z;23.88914067;26.8852522;25.9342588
2019-01-14T18:59:00.000Z;23.907433;26.8377208;25.91556613
2019-01-14T18:59:30.000Z;23.90460567;26.8377208;25.91556613
2019-01-14T19:00:00.000Z;23.8864385;26.8008698;25.91218387
2019-01-14T19:00:30.000Z;23.87534767;26.8008698;25.91218387
2019-01-14T19:01:00.000Z;23.8968455;26.81529;25.9242894
2019-01-14T19:01:30.000Z;23.88929467;26.81529;25.9242894
2019-01-14T19:02:00.000Z;23.9172935;26.8072788;25.92250887
2019-01-14T19:02:30.000Z;23.92365167;26.8072788;25.92250887
2019-01-14T19:03:00.000Z;23.950884;26.8660262;25.91344279
2019-01-14T19:03:30.000Z;23.92222133;26.8660262;25.91344279
2019-01-14T19:04:00.000Z;23.9406665;26.8986036;25.90541913
2019-01-14T19:04:30.000Z;23.934451;26.8986036;25.90541913
2019-01-14T19:05:00.000Z;23.941884;26.9050124;25.8892192
2019-01-14T19:05:30.000Z;23.92571867;26.9050124;25.8892192
2019-01-14T19:06:00.000Z;23.940932;26.910887;25.88014027
2019-01-14T19:06:30.000Z;23.923707;26.910887;25.88014027
2019-01-14T19:07:00.000Z;23.90963;26.8628218;25.87319753
2019-01-14T19:07:30.000Z;23.90750133;26.8628218;25.87319753
2019-01-14T19:08:00.000Z;23.896659;26.8265054;25.85592973
2019-01-14T19:08:30.000Z;23.90429967;26.8265054;25.85592973
2019-01-14T19:09:00.000Z;23.8616095;26.754406;25.84916513
2019-01-14T19:09:30.000Z;23.84568633;26.754406;25.84916513
2019-01-14T19:10:00.000Z;23.8766905;26.7031362;25.83848393
2019-01-14T19:10:30.000Z;23.84462233;26.7031362;25.83848393
2019-01-14T19:11:00.000Z;23.8595685;26.701;25.83581313
2019-01-14T19:11:30.000Z;23.85445867;26.701;25.83581313
2019-01-14T19:12:00.000Z;23.8157115;26.6721596;25.8342112
2019-01-14T19:12:30.000Z;23.84455467;26.6721596;25.8342112
2019-01-14T19:13:00.000Z;23.808875;26.6860454;25.839819
2019-01-14T19:13:30.000Z;23.83659567;26.6860454;25.839819
2019-01-14T19:14:00.000Z;23.8612135;26.7458608;25.84738487
2019-01-14T19:14:30.000Z;23.855133;26.7458608;25.84738487
2019-01-14T19:15:00.000Z;23.81728;26.6860454;25.8286926
2019-01-14T19:15:30.000Z;23.82857833;26.6860454;25.8286926
2019-01-14T19:16:00.000Z;23.8401055;26.7266348;25.82157113
2019-01-14T19:16:30.000Z;23.85238533;26.7266348;25.82157113
2019-01-14T19:17:00.000Z;23.8393555;26.7399862;25.81890113
2019-01-14T19:17:30.000Z;23.82836733;26.7399862;25.81890113
2019-01-14T19:18:00.000Z;23.838299;26.7549402;25.81979107
2019-01-14T19:18:30.000Z;23.83666267;26.7549402;25.81979107
2019-01-14T19:19:00.000Z;23.850456;26.73785;25.82958247
2019-01-14T19:19:30.000Z;23.809396;26.73785;25.82958247
2019-01-14T19:20:00.000Z;23.7864;26.7026018;25.82157153
2019-01-14T19:20:30.000Z;23.84528067;26.7026018;25.82157153
2019-01-14T19:21:00.000Z;23.811668;26.7058064;25.8171208
2019-01-14T19:21:30.000Z;23.790579;26.7058064;25.8171208
2019-01-14T19:22:00.000Z;23.802662;26.7341118;25.8183672
2019-01-14T19:22:30.000Z;23.80411667;26.7341118;25.8183672
2019-01-14T19:23:00.000Z;23.7873985;26.7463948;25.82602207
2019-01-14T19:23:30.000Z;23.79100267;26.7463948;25.82602207
2019-01-14T19:24:00.000Z;23.7837735;26.6892502;25.83390607
2019-01-14T19:24:30.000Z;23.77995833;26.6892502;25.83390607
2019-01-14T19:25:00.000Z;23.7951135;26.7255668;25.83937387
2019-01-14T19:25:30.000Z;23.80034133;26.7255668;25.83937387
2019-01-14T19:26:00.000Z;23.7889995;26.6753642;25.832253
2019-01-14T19:26:30.000Z;23.775229;26.6753642;25.832253
2019-01-14T19:27:00.000Z;23.7783005;26.6951252;25.81783287
2019-01-14T19:27:30.000Z;23.77830867;26.6951252;25.81783287
2019-01-14T19:28:00.000Z;23.7931515;26.7576104;25.822462
2019-01-14T19:28:30.000Z;23.80835633;26.7576104;25.822462
2019-01-14T19:29:00.000Z;23.77144;26.7875178;25.8242422
2019-01-14T19:29:30.000Z;23.800958;26.7875178;25.8242422
2019-01-14T19:30:00.000Z;23.7640115;26.7581444;25.82602193
2019-01-14T19:30:30.000Z;23.72214833;26.7581444;25.82602193
2019-01-14T19:31:00.000Z;23.7396415;26.7672232;25.85503967
2019-01-14T19:31:30.000Z;23.749144;26.7672232;25.85503967
2019-01-14T19:32:00.000Z;23.7494495;26.8014042;25.88530287
2019-01-14T19:32:30.000Z;23.78929767;26.8014042;25.88530287
2019-01-14T19:33:00.000Z;23.772757;26.8259714;25.89010933
2019-01-14T19:33:30.000Z;23.81166467;26.8259714;25.89010933
2019-01-14T19:34:00.000Z;23.752255;26.7341118;25.89494136
2019-01-14T19:34:30.000Z;23.73780933;26.7341118;25.89494136
2019-01-14T19:35:00.000Z;23.703209;26.6807048;25.9253576
2019-01-14T19:35:30.000Z;23.69858867;26.6807048;25.9253576
2019-01-14T19:36:00.000Z;23.7024725;26.703136;25.95134967
2019-01-14T19:36:30.000Z;23.72465167;26.703136;25.95134967
2019-01-14T19:37:00.000Z;23.7358505;26.74506;25.96042893
2019-01-14T19:37:30.000Z;23.748888;26.74506;25.96042893
2019-01-14T19:38:00.000Z;23.73596533;26.7325096;25.9659476
2019-01-14T19:38:30.000Z;23.726697;26.7325096;25.9659476
2019-01-14T19:39:00.000Z;23.72866633;26.7090106;25.95686833
2019-01-14T19:39:30.000Z;23.763325;26.7090106;25.95686833
2019-01-14T19:40:00.000Z;23.776602;26.764019;25.94173607
2019-01-14T19:40:30.000Z;23.7495975;26.764019;25.94173607
2019-01-14T19:41:00.000Z;23.75025567;26.7784388;25.9264254
2019-01-14T19:41:30.000Z;23.74125;26.7784388;25.9264254
2019-01-14T19:42:00.000Z;23.74989967;26.8094152;25.9205506
2019-01-14T19:42:30.000Z;23.758069;26.8094152;25.9205506
2019-01-14T19:43:00.000Z;23.737281;26.8099486;25.91752433
2019-01-14T19:43:30.000Z;23.754284;26.8099486;25.91752433
2019-01-14T19:44:00.000Z;23.75023167;26.829176;25.92412393
2019-01-14T19:44:30.000Z;23.722151;26.829176;25.92412393
2019-01-14T19:45:00.000Z;23.68923733;26.75494;25.93105433
2019-01-14T19:45:30.000Z;23.729167;26.75494;25.93105433
2019-01-14T19:46:00.000Z;23.71424367;26.804074;25.93408073
2019-01-14T19:46:30.000Z;23.7177015;26.804074;25.93408073
2019-01-14T19:47:00.000Z;23.72068333;26.7869836;25.94173613
2019-01-14T19:47:30.000Z;23.7355315;26.7869836;25.94173613
2019-01-14T19:48:00.000Z;23.74945633;26.7378498;25.94066793
2019-01-14T19:48:30.000Z;23.705023;26.7378498;25.94066793
2019-01-14T19:49:00.000Z;23.68895267;26.636377;25.93942187
2019-01-14T19:49:30.000Z;23.6939255;26.636377;25.93942187
2019-01-14T19:50:00.000Z;23.68117867;26.6582736;25.961319
2019-01-14T19:50:30.000Z;23.700364;26.6582736;25.961319
