sep=;
Time;Surface Temp;Air Temp;Dewpoint
2019-01-14T17:07:00.000Z;25.523340333333334;26.160702333333333;21.686281666666662
2019-01-14T17:07:30.000Z;25.47999;26.1535815;21.677708000000003
2019-01-14T17:08:00.000Z;25.483341666666664;26.17049333333333;21.68986866666667
2019-01-14T17:08:30.000Z;25.476668333333333;26.15002133333333;21.673993
2019-01-14T17:09:00.000Z;25.503341000000002;26.160702333333333;21.684430666666668
2019-01-14T17:09:30.000Z;25.480005;26.161592;21.682024
2019-01-14T17:10:00.000Z;25.476658333333333;26.140230333333335;21.66615733333333
2019-01-14T17:10:30.000Z;25.516667;26.140230333333335;21.66147566666667
2019-01-14T17:11:00.000Z;25.510004000000002;26.1602575;21.6815505
2019-01-14T17:11:30.000Z;25.456659000000002;26.145571;21.664897999999997
2019-01-14T17:12:00.000Z;25.483341666666664;26.156251666666666;21.67729566666667
2019-01-14T17:12:30.000Z;25.540003;26.1228735;21.647032
2019-01-14T17:13:00.000Z;25.516667;26.134889666666666;21.650212
2019-01-14T17:13:30.000Z;25.496667666666667;26.129549;21.650929666666666
2019-01-14T17:14:00.000Z;25.503340999999995;26.120648333333335;21.645044
2019-01-14T17:14:30.000Z;25.499994;26.1308845;21.651676000000002
2019-01-14T17:15:00.000Z;25.46333233333333;26.12509866666667;21.643249666666666
2019-01-14T17:15:30.000Z;25.47000566666667;26.120648333333335;21.635787333333337
2019-01-14T17:16:00.000Z;25.429987;26.1161975;21.631103
2019-01-14T17:16:30.000Z;25.476668333333333;26.110857;21.629369999999998
2019-01-14T17:17:00.000Z;25.46333233333333;26.107296666666667;21.622550333333333
2019-01-14T17:17:30.000Z;25.4199925;26.094835;21.6065255
2019-01-14T17:18:00.000Z;25.48333166666667;26.087714333333334;21.606446666666667
2019-01-14T17:18:30.000Z;25.469995;26.092164666666665;21.61238366666667
2019-01-14T17:19:00.000Z;25.456659000000002;26.078813;21.594681666666663
2019-01-14T17:19:30.000Z;25.449991;26.0801485;21.5982055
2019-01-14T17:20:00.000Z;25.41666066666667;26.086823999999996;21.609614000000004
2019-01-14T17:20:30.000Z;25.409987666666666;26.07792333333333;21.596217
2019-01-14T17:21:00.000Z;25.429987;26.0881595;21.607585
2019-01-14T17:21:30.000Z;25.449996333333335;26.082373666666665;21.601609
2019-01-14T17:22:00.000Z;25.46333233333333;26.07347233333333;21.588537000000002
2019-01-14T17:22:30.000Z;25.4500065;26.073473;21.593057
2019-01-14T17:23:00.000Z;25.43666;26.07347233333333;21.592348666666666
2019-01-14T17:23:30.000Z;25.456669333333338;26.069022;21.582382666666664
2019-01-14T17:24:00.000Z;25.469995333333333;26.069021666666668;21.584451666666666
2019-01-14T17:24:30.000Z;25.4500065;26.06012;21.578511
2019-01-14T17:25:00.000Z;25.41666066666667;26.06012;21.576496666666667
2019-01-14T17:25:30.000Z;25.456659000000002;26.07347233333333;21.583853333333334
2019-01-14T17:26:00.000Z;25.4399965;26.066796500000002;21.578596500000003
2019-01-14T17:26:30.000Z;25.409987666666666;26.055669333333338;21.572193333333335
2019-01-14T17:27:00.000Z;25.403324666666666;26.05032866666667;21.560822333333334
2019-01-14T17:27:30.000Z;25.47999;26.073473;21.587502999999998
2019-01-14T17:28:00.000Z;25.423323666666665;26.055669333333338;21.568382000000003
2019-01-14T17:28:30.000Z;25.449996;26.051218666666667;21.561138
2019-01-14T17:29:00.000Z;25.436670000000003;26.055669333333338;21.56315433333333
2019-01-14T17:29:30.000Z;25.449991;26.053444;21.55866
2019-01-14T17:30:00.000Z;25.456659000000002;26.031636333333335;21.54579766666667
2019-01-14T17:30:30.000Z;25.40999766666667;26.06012;21.570072
2019-01-14T17:31:00.000Z;25.409998;26.053444;21.564216000000002
2019-01-14T17:31:30.000Z;25.409998;26.04142733333333;21.551671
2019-01-14T17:32:00.000Z;25.43666;26.027186;21.53953466666667
2019-01-14T17:32:30.000Z;25.379999;26.06012;21.5696905
2019-01-14T17:33:00.000Z;25.39666166666667;26.021845333333335;21.53110433333333
2019-01-14T17:33:30.000Z;25.463322333333334;26.030746000000004;21.538948000000005
2019-01-14T17:34:00.000Z;25.416661;26.02629566666667;21.535296
2019-01-14T17:34:30.000Z;25.4200075;26.0240705;21.5343445
2019-01-14T17:35:00.000Z;25.416661;26.017395000000004;21.525712
2019-01-14T17:35:30.000Z;25.376662333333332;26.017395000000004;21.52930566666667
2019-01-14T17:36:00.000Z;25.389993500000003;26.0107195;21.5201275
2019-01-14T17:36:30.000Z;25.40999766666667;26.012944333333333;21.521408333333337
2019-01-14T17:37:00.000Z;25.41666066666667;26.01294466666667;21.519447666666665
2019-01-14T17:37:30.000Z;25.389993500000003;26.004044;21.5094265
2019-01-14T17:38:00.000Z;25.39666166666667;25.999593;21.50599433333333
2019-01-14T17:38:30.000Z;25.363326;26.008494;21.511006
2019-01-14T17:39:00.000Z;25.363326333333333;25.989802;21.497399
2019-01-14T17:39:30.000Z;25.429987;26.004044;21.499948500000002
2019-01-14T17:40:00.000Z;25.383325333333335;25.989802;21.494132000000004
2019-01-14T17:40:30.000Z;25.376662333333332;25.989801999999997;21.492171666666668
2019-01-14T17:41:00.000Z;25.389993500000003;25.9760055;21.475456
2019-01-14T17:41:30.000Z;25.383325333333335;25.989801999999997;21.495656666666665
2019-01-14T17:42:00.000Z;25.323328000000004;25.98535133333333;21.494075666666664
2019-01-14T17:42:30.000Z;25.369989;26.004044;21.507139000000002
2019-01-14T17:43:00.000Z;25.356662999999998;25.98001066666667;21.48651666666667
2019-01-14T17:43:30.000Z;25.383325333333335;25.975560333333334;21.482104666666668
2019-01-14T17:44:00.000Z;25.44333333333333;25.970219666666665;21.467464666666668
2019-01-14T17:44:30.000Z;25.369989;25.9679945;21.469181
2019-01-14T17:45:00.000Z;25.389998666666667;25.975560333333334;21.477857333333333
2019-01-14T17:45:30.000Z;25.376662333333332;25.97111;21.471484333333336
2019-01-14T17:46:00.000Z;25.3399905;25.9679945;21.467547500000002
2019-01-14T17:46:30.000Z;25.363326;25.970219666666665;21.466265333333336
2019-01-14T17:47:00.000Z;25.343327;25.96665966666667;21.46424066666667
2019-01-14T17:47:30.000Z;25.3200015;25.961319;21.457498
2019-01-14T17:48:00.000Z;25.343327000000002;25.961319;21.459731
2019-01-14T17:48:30.000Z;25.343327000000002;25.956868666666665;21.45684466666667
2019-01-14T17:49:00.000Z;25.343327000000002;25.943516666666667;21.439687000000003
2019-01-14T17:49:30.000Z;25.429987;25.947968;21.445407
2019-01-14T17:50:00.000Z;25.296666;25.947967000000002;21.444861666666668
2019-01-14T17:50:30.000Z;25.349990000000002;25.938176;21.43757433333333
2019-01-14T17:51:00.000Z;25.369989500000003;25.941291;21.440095499999998
2019-01-14T17:51:30.000Z;25.316664666666668;25.947967000000002;21.440938333333335
2019-01-14T17:52:00.000Z;25.343327000000002;25.95241833333333;21.444914999999998
2019-01-14T17:52:30.000Z;25.363326333333333;25.934614;21.432387666666667
2019-01-14T17:53:00.000Z;25.3599945;25.934614;21.427267
2019-01-14T17:53:30.000Z;25.296665666666666;25.933724666666667;21.422920333333334
2019-01-14T17:54:00.000Z;25.323327666666668;25.939065333333332;21.427211666666665
