sep=;
Time;Tank
2019-01-14T17:30:30.000Z;20.655878
2019-01-14T17:31:00.000Z;20.675978999999998
2019-01-14T17:31:30.000Z;20.673120333333333
2019-01-14T17:32:00.000Z;20.691787
2019-01-14T17:32:30.000Z;20.68603966666667
2019-01-14T17:33:00.000Z;20.617090333333337
2019-01-14T17:33:30.000Z;20.680312333333333
2019-01-14T17:34:00.000Z;20.694665666666666
2019-01-14T17:34:30.000Z;20.667362666666666
2019-01-14T17:35:00.000Z;20.70903966666667
2019-01-14T17:35:30.000Z;20.61709
2019-01-14T17:36:00.000Z;20.713363
2019-01-14T17:36:30.000Z;20.719100333333333
2019-01-14T17:37:00.000Z;20.688908333333334
2019-01-14T17:37:30.000Z;20.795282333333333
2019-01-14T17:38:00.000Z;20.686049666666666
2019-01-14T17:38:30.000Z;20.72053466666667
2019-01-14T17:39:00.000Z;20.726282
2019-01-14T17:39:30.000Z;20.73060566666667
2019-01-14T17:40:00.000Z;20.724848
2019-01-14T17:40:30.000Z;20.714787
2019-01-14T17:41:00.000Z;20.772282333333333
2019-01-14T17:41:30.000Z;20.724847500000003
2019-01-14T17:42:00.000Z;20.727726333333333
2019-01-14T17:42:30.000Z;20.701858
2019-01-14T17:43:00.000Z;20.744969
2019-01-14T17:43:30.000Z;20.719100333333333
2019-01-14T17:44:00.000Z;20.657312333333333
2019-01-14T17:44:30.000Z;20.878687
2019-01-14T17:45:00.000Z;20.755019333333337
2019-01-14T17:45:30.000Z;20.701868
2019-01-14T17:46:00.000Z;20.792393
2019-01-14T17:46:30.000Z;20.727716666666666
2019-01-14T17:47:00.000Z;20.815409000000002
2019-01-14T17:47:30.000Z;20.79094866666667
2019-01-14T17:48:00.000Z;20.75359566666667
2019-01-14T17:48:30.000Z;20.730605333333333
2019-01-14T17:49:00.000Z;20.73922166666667
2019-01-14T17:49:30.000Z;20.772272
2019-01-14T17:50:00.000Z;20.744969
2019-01-14T17:50:30.000Z;20.744969
2019-01-14T17:51:00.000Z;20.895929333333335
2019-01-14T17:51:30.000Z;20.740656
2019-01-14T17:52:00.000Z;20.757898333333333
2019-01-14T17:52:30.000Z;20.778741500000002
2019-01-14T17:53:00.000Z;20.77801966666667
2019-01-14T17:53:30.000Z;20.776575333333337
2019-01-14T17:54:00.000Z;20.721969
2019-01-14T17:54:30.000Z;20.802453666666665
2019-01-14T17:55:00.000Z;20.790959333333333
2019-01-14T17:55:30.000Z;20.76508
2019-01-14T17:56:00.000Z;20.740645666666666
2019-01-14T17:56:30.000Z;20.822565
2019-01-14T17:57:00.000Z;20.77656466666667
2019-01-14T17:57:30.000Z;20.799585333333336
2019-01-14T17:58:00.000Z;20.783757000000005
2019-01-14T17:58:30.000Z;20.7981355
2019-01-14T17:59:00.000Z;20.798140666666665
2019-01-14T17:59:30.000Z;20.78089866666667
2019-01-14T18:00:00.000Z;20.880101
2019-01-14T18:00:30.000Z;20.792383333333337
2019-01-14T18:01:00.000Z;20.765090333333333
2019-01-14T18:01:30.000Z;20.801009333333333
2019-01-14T18:02:00.000Z;20.802443666666665
2019-01-14T18:02:30.000Z;20.776585333333333
2019-01-14T18:03:00.000Z;20.802443666666665
2019-01-14T18:03:30.000Z;20.799575333333333
2019-01-14T18:04:00.000Z;20.8692875
2019-01-14T18:04:30.000Z;20.76795866666667
2019-01-14T18:05:00.000Z;20.756463999999998
2019-01-14T18:05:30.000Z;20.836959333333336
2019-01-14T18:06:00.000Z;20.832636
2019-01-14T18:06:30.000Z;20.882959333333332
2019-01-14T18:07:00.000Z;20.83262566666667
2019-01-14T18:07:30.000Z;20.77371666666667
2019-01-14T18:08:00.000Z;20.84988866666667
2019-01-14T18:08:30.000Z;20.841252
2019-01-14T18:09:00.000Z;20.785201333333333
2019-01-14T18:09:30.000Z;20.849878500000003
2019-01-14T18:10:00.000Z;20.836959333333336
2019-01-14T18:10:30.000Z;20.790959
2019-01-14T18:11:00.000Z;20.789504
2019-01-14T18:11:30.000Z;20.86138366666667
2019-01-14T18:12:00.000Z;20.835504333333333
2019-01-14T18:12:30.000Z;20.87576766666667
2019-01-14T18:13:00.000Z;20.82544366666667
2019-01-14T18:13:30.000Z;20.848454
2019-01-14T18:14:00.000Z;20.841252
2019-01-14T18:14:30.000Z;20.894464333333335
2019-01-14T18:15:00.000Z;20.822565
2019-01-14T18:15:30.000Z;20.757181000000003
2019-01-14T18:16:00.000Z;20.855636
2019-01-14T18:16:30.000Z;20.874323
2019-01-14T18:17:00.000Z;20.897323
2019-01-14T18:17:30.000Z;20.835514666666665
2019-01-14T18:18:00.000Z;20.854202
2019-01-14T18:18:30.000Z;20.901636
2019-01-14T18:19:00.000Z;20.821141
2019-01-14T18:19:30.000Z;20.875747
2019-01-14T18:20:00.000Z;20.844140999999997
2019-01-14T18:20:30.000Z;20.904515
2019-01-14T18:21:00.000Z;20.8628175
2019-01-14T18:21:30.000Z;20.839817666666665
2019-01-14T18:22:00.000Z;20.870009666666665
2019-01-14T18:22:30.000Z;20.920333333333332
2019-01-14T18:23:00.000Z;20.84702
2019-01-14T18:23:30.000Z;20.895888666666668
2019-01-14T18:24:00.000Z;20.845564999999997
2019-01-14T18:24:30.000Z;20.880091
2019-01-14T18:25:00.000Z;20.897333333333332
2019-01-14T18:25:30.000Z;20.867131
2019-01-14T18:26:00.000Z;20.88007066666667
2019-01-14T18:26:30.000Z;20.9059545
2019-01-14T18:27:00.000Z;20.936141000000003
2019-01-14T18:27:30.000Z;20.882949333333332
2019-01-14T18:28:00.000Z;20.865706666666668
2019-01-14T18:28:30.000Z;20.937586
2019-01-14T18:29:00.000Z;20.947656666666663
2019-01-14T18:29:30.000Z;20.839827666666668
2019-01-14T18:30:00.000Z;20.916030333333335
2019-01-14T18:30:30.000Z;20.914575666666668
2019-01-14T18:31:00.000Z;20.897323
2019-01-14T18:31:30.000Z;20.901636333333332
2019-01-14T18:32:00.000Z;20.921045499999998
2019-01-14T18:32:30.000Z;20.93903
2019-01-14T18:33:00.000Z;20.890141333333332
2019-01-14T18:33:30.000Z;20.911697
2019-01-14T18:34:00.000Z;20.874332999999996
2019-01-14T18:34:30.000Z;20.901636
2019-01-14T18:35:00.000Z;20.84988866666667
2019-01-14T18:35:30.000Z;20.973546
2019-01-14T18:36:00.000Z;20.903080666666668
2019-01-14T18:36:30.000Z;20.920333333333332
2019-01-14T18:37:00.000Z;20.923201666666667
2019-01-14T18:37:30.000Z;20.890151333333336
2019-01-14T18:38:00.000Z;20.912409
2019-01-14T18:38:30.000Z;20.908838333333335
2019-01-14T18:39:00.000Z;20.930393999999996
2019-01-14T18:39:30.000Z;20.888696333333332
2019-01-14T18:40:00.000Z;20.911696666666668
2019-01-14T18:40:30.000Z;20.848454333333336
2019-01-14T18:41:00.000Z;20.875757333333336
2019-01-14T18:41:30.000Z;20.908838666666664
2019-01-14T18:42:00.000Z;20.966333
2019-01-14T18:42:30.000Z;20.913141333333332
2019-01-14T18:43:00.000Z;20.96203
2019-01-14T18:43:30.000Z;20.873606000000002
2019-01-14T18:44:00.000Z;20.940454666666668
2019-01-14T18:44:30.000Z;20.959141
2019-01-14T18:45:00.000Z;20.941888666666667
2019-01-14T18:45:30.000Z;20.937586
2019-01-14T18:46:00.000Z;20.950525000000003
2019-01-14T18:46:30.000Z;20.92752533333333
2019-01-14T18:47:00.000Z;20.936151666666664
2019-01-14T18:47:30.000Z;20.979283
2019-01-14T18:48:00.000Z;20.941899
2019-01-14T18:48:30.000Z;20.960575666666667
2019-01-14T18:49:00.000Z;20.9598785
2019-01-14T18:49:30.000Z;20.954838666666664
2019-01-14T18:50:00.000Z;21.067021
2019-01-14T18:50:30.000Z;20.986485333333334
2019-01-14T18:51:00.000Z;20.97495933333333
2019-01-14T18:51:30.000Z;20.957707
2019-01-14T18:52:00.000Z;20.96057533333333
2019-01-14T18:52:30.000Z;20.954828000000003
2019-01-14T18:53:00.000Z;20.990778
2019-01-14T18:53:30.000Z;20.95194933333333
