3.987453e+002	3.681937e+002	3.634282e+002	
4.452610e+002	3.882030e+002	3.793030e+002	
9.893604e+001	6.864073e+001	6.391528e+001	
1.649969e+002	9.332338e+001	8.214384e+001	
4.204597e+001	1.897667e+001	1.537835e+001	
7.749352e+001	3.090906e+001	2.364289e+001	
0.000000e+000	0.000000e+000	0.000000e+000	
0.000000e+000	0.000000e+000	0.000000e+000	
3.814632e+002	3.223246e+002	3.131002e+002	
3.112300e+002	2.636503e+002	2.562287e+002	
3.893303e+002	3.273412e+002	3.176724e+002	
3.143313e+002	2.652589e+002	2.576047e+002	
3.874361e+002	3.193122e+002	3.086862e+002	
3.050034e+002	2.501010e+002	2.415374e+002	
3.629885e+002	2.860631e+002	2.740645e+002	
2.779287e+002	2.175178e+002	2.080950e+002	
3.311052e+002	2.506595e+002	2.381117e+002	
2.541205e+002	1.928227e+002	1.832615e+002	
0.000000e+000	0.000000e+000	0.000000e+000	
0.000000e+000	0.000000e+000	0.000000e+000	
2.422640e+002	1.887349e+002	1.803855e+002	
3.090432e+002	2.345406e+002	2.229198e+002	
1.836151e+002	1.308808e+002	1.226553e+002	
2.605650e+002	1.789885e+002	1.662643e+002	
1.514604e+002	1.014150e+002	9.360904e+001	
2.216626e+002	1.419029e+002	1.294622e+002	
2.037103e+002	1.562670e+002	1.488668e+002	
2.689721e+002	1.988004e+002	1.878551e+002	
2.871666e+002	1.966607e+002	1.825438e+002	
2.257803e+002	1.718744e+002	1.634662e+002	
2.384004e+002	1.471771e+002	1.329483e+002	
1.696633e+002	1.169782e+002	1.087605e+002	
2.404955e+002	1.678423e+002	1.565100e+002	
2.036580e+002	1.606268e+002	1.539150e+002	
2.360441e+002	1.527366e+002	1.397425e+002	
1.681859e+002	1.174569e+002	1.095443e+002	
2.046441e+002	1.253820e+002	1.130189e+002	
1.463297e+002	9.415804e+001	8.602039e+001	
2.336112e+002	1.619972e+002	1.508269e+002	
1.717883e+002	1.212640e+002	1.133833e+002	
3.316090e+002	2.472332e+002	2.340724e+002	
3.867879e+002	2.779382e+002	2.609600e+002	
3.268471e+002	2.426882e+002	2.295613e+002	
3.939594e+002	2.876200e+002	2.710334e+002	
3.474388e+002	2.779997e+002	2.671685e+002	
3.992436e+002	3.134165e+002	3.000293e+002	
3.460599e+002	2.841679e+002	2.745141e+002	
3.962128e+002	3.207915e+002	3.090272e+002	
3.417492e+002	2.806281e+002	2.710946e+002	
3.845918e+002	3.113826e+002	2.999633e+002	
6.080399e+002	6.080399e+002	6.080399e+002	
6.102234e+002	6.099581e+002	6.099167e+002	
6.100840e+002	6.098419e+002	6.098041e+002	
6.100956e+002	6.093286e+002	6.092091e+002	
6.124380e+002	6.124380e+002	6.124380e+002	
6.125953e+002	6.124648e+002	6.124445e+002	
6.081993e+002	6.079492e+002	6.079102e+002	
6.103398e+002	6.103398e+002	6.103398e+002	
6.065786e+002	6.065786e+002	6.065786e+002	
6.080309e+002	6.080309e+002	6.080309e+002	
6.058734e+002	6.051365e+002	6.050215e+002	
6.155153e+002	6.150260e+002	6.149496e+002	
6.069393e+002	6.057017e+002	6.055087e+002	
6.075177e+002	6.064395e+002	6.062712e+002	
6.043390e+002	6.015060e+002	6.010640e+002	
6.098761e+002	6.077102e+002	6.073724e+002	
2.987611e+002	2.415067e+002	2.325762e+002	
3.506128e+002	2.791451e+002	2.679977e+002	
3.058859e+002	2.421204e+002	2.321743e+002	
3.528529e+002	2.707342e+002	2.579255e+002	
3.487521e+002	2.826349e+002	2.723219e+002	
3.940213e+002	3.077617e+002	2.943072e+002	
4.514469e+002	3.960950e+002	3.874612e+002	
4.971569e+002	4.258352e+002	4.147104e+002	
5.201518e+002	4.730805e+002	4.657383e+002	
5.471065e+002	4.863132e+002	4.768308e+002	
2.332313e+002	1.217711e+002	1.043856e+002	
1.589917e+002	8.642052e+001	7.510096e+001	
2.675634e+002	1.552996e+002	1.377964e+002	
1.808182e+002	1.100890e+002	9.905872e+001	
3.010535e+002	2.087007e+002	1.943372e+002	
2.346316e+002	1.741884e+002	1.647829e+002	
2.774539e+002	1.872344e+002	1.731873e+002	
2.139815e+002	1.551962e+002	1.460460e+002	
2.438264e+002	1.266900e+002	1.084193e+002	
1.692988e+002	1.021098e+002	9.162966e+001	
2.372014e+002	1.251315e+002	1.076510e+002	
1.640739e+002	9.474387e+001	8.392986e+001	
2.557833e+002	1.544222e+002	1.386120e+002	
